"","SRR11902288","SRR11902289","SRR11902290","SRR11902202","SRR11902204","SRR11902205"
"0610005C13Rik",40.22004944,26.3295356,66.48941706,57.88347628,39.55193992,35.81999204
"0610006L08Rik",0,0,0,0,0,0
"0610009B22Rik",826.49999508,909.44001388,986.43000938,1032.4800003,946.93999868,796.5600018
"0610009E02Rik",56.71421004,81.68131954,99.43429668,76.4772561,89.36645206,67.34523122
"0610009L18Rik",79.44000652,86.9199914,170.58001286,165.21999344,133.12001154,103.38000434
"0610010K14Rik",144.34864234,297.93707524,340.34269694,177.5628561,167.0772212,177.62606854
"0610012D04Rik",0,0,0,5.60000034,3.06000432,0
"0610012G03Rik",1092.5799904,1192.0800027,1652.3800131,1535.1399959,1212.3200021,1117.499998
"0610025J13Rik",0,0,0,0,0,0
"0610030E20Rik",1365.34696884,2287.32964288,805.01389258,421.39350028,975.6771739,2100.1493577
"0610031O16Rik",0,0,0,0,0,0
"0610033M10Rik",0,0,0,0,0,0
"0610038B21Rik",18.499572,16.559712,21.1094208,37.3877088,38.5836672,25.1392128
"0610039K10Rik",2.18737232,2.0568912,0,3.9792648,0,0
"0610040B10Rik",101.03996086,91.0799854,124.95998228,252.57421556,155.3010815,227.25500356
"0610040F04Rik",88.67891696,53.10213568,80.84539788,139.57364072,107.48972228,113.67710552
"0610040J01Rik",186.95998048,203.10000592,168.43999568,229.70000488,168.46000296,192.24000032
"0610043K17Rik",34.70000124,43.90000052,46.65999744,32.2399948,28.22000488,23.5999932
"0710001A04Rik",0,0,0,0,0,0
"1010001B22Rik",7.94000272,7.56000348,14.04999422,14.46999834,11.53000484,8.97001058
"1100001I12Rik",0,0,0,0,0,0
"1110002E22Rik",355.96380444,371.02951248,426.45346326,344.65804002,340.00365228,338.01271248
"1110002J07Rik",61.39998942,52.68000768,61.39998942,52.42001712,59.05998522,55.539993
"1110002L01Rik",320.93404912,372.73481678,439.13993292,484.95415332,378.2615488,321.8806698
"1110002O04Rik",6.07999464,6.11999952,17.97999748,22.68000488,19.43999448,24.22000032
"1110003F10Rik",1.40761248,1.24379088,1.74092528,1.11016736,1.49981808,2.04457712
"1110004F10Rik",4328.53470592,5108.31838462,5619.0900155,6160.51186796,5611.39548666,5268.66283488
"1110006O24Rik",13.4400035,8.160006,9.559997,50.979996,30.519996,17.139993
"1110008E08Rik",0,6.12000702,2.04000234,0,2.04000234,0
"1110013H19Rik",25.80000368,21.53999914,25.19999548,30.0599948,44.64000618,43.50000402
"1110015O18Rik",20.2399744,21.37999452,36.12000996,39.68001462,32.83998264,12.240011
"1110017D15Rik",48.16000256,61.30000634,79.83998868,90.22000224,56.55999822,46.27999372
"1110018N20Rik",381.04612878,325.42971654,104.16389882,224.12579674,129.94258962,131.8503591
"1110019B22Rik",0,0,0,0,0,0
"1110019D14Rik",165.8600044,222.7399801,210.79999838,125.1599978,133.98210126,136.20000934
"1110020A21Rik",30.2000095,44.34001258,21.23999288,39.0800038,35.28000402,26.4200002
"1110025L11Rik",0,0,0,0,0,0
"1110025M09Rik",41.2400016,40.6799937,57.1999959,72.2800071,59.7999996,60.4000044
"1110028F11Rik",0,0,2.3400009,6.11999334,0,0
"1110028F18Rik",0,0,0,0,0,0
"1110032A03Rik",963.55443446,1524.96067514,928.39069438,1092.25048474,1261.24053714,1159.92056626
"1110032F04Rik",874.75216228,830.03061664,1048.15029844,1253.30150592,1172.96999472,1216.98594176
"1110035H17Rik",0,0,0,0,0,0
"1110038B12Rik",529.3765448,506.31516834,685.49215688,688.0348872,519.28808918,644.89452076
"1110038F14Rik",617.36000456,649.64996796,977.7999669,1003.88998654,757.2421963,619.64001962
"1110046J04Rik",234.80272016,258.07298788,215.82616312,278.19236114,216.3771779,252.79574638
"1110057P08Rik",0,0,0,0,0,0
"1110059E24Rik",654.6800024,811.90097218,903.01003422,903.31131114,801.13004758,890.8746639
"1110059G10Rik",787.18002518,1023.47998132,880.5799862,1135.53999196,964.37999856,960.14001804
"1110060G06Rik",0,3.76000492,0,5.07999964,2.04000182,2.9199983
"1110065P20Rik",471.25300322,425.16075782,756.08861138,694.90502566,487.72550858,543.14699598
"1190001M18Rik",0,0,2.040001,0,0,2.040001
"1190005I06Rik",169.55580646,102.67999344,230.29726386,231.43735568,217.90000612,131.17999976
"1190007I07Rik",237.40001016,230.18000036,449.35316434,405.24001188,314.14001666,291.60659564
"1190028D05Rik",0,0,0,0,0,0
"1200007C13Rik",0,0,0,0,0,0
"1300002E11Rik",208.39847862,423.0655542,179.21231188,415.25936194,86.24715404,268.4705687
"1300014J16Rik",106.09997976,88.86001152,111.4600236,116.42001576,111.5000064,94.15999728
"1500002C15Rik",187.89704318,214.97729428,227.46114458,226.37705828,200.77064236,181.0707913
"1500002F19Rik",9.21679084,14.3141121,12.25597024,14.55323728,14.20707478,8.80570136
"1500004A13Rik",625.9567239,844.44103314,956.35486032,3715.53132586,793.68180828,941.05821546
"1500005C15Rik",4.07999844,10.1000466,6.06002796,6.1200216,2.04002316,7.7800212
"1500009L16Rik",590.52002392,653.31999478,758.70997786,802.27999378,697.90999498,500.61000194
"1500011B03Rik",3993.09458666,4173.46103286,5768.15960814,5308.34508154,4709.93976176,4356.7974247
"1500012K07Rik",19.8095143,11.29139384,21.86341132,26.82978508,22.86702056,15.75397512
"1500015A07Rik",240.0199875,299.6489212,333.2604991,391.6602784,279.3877321,290.82
"1500015L24Rik",107.35907584,96.09685834,93.21724784,139.43942544,91.8356026,100.88084242
"1500026H17Rik",165.2200206,239.67998734,161.20001666,202.8200235,224.43996922,256.75999274
"1500032F14Rik",7.6799942,4.06000324,9.18000034,8.1600068,4.0799887,6.03999484
"1500035N22Rik",31.2000046,46.45998962,65.47998292,63.74000212,40.28001252,49.9599958
"1520401A03Rik",0,0,33.4199844,29.86001496,32.70668016,0
"1600002D24Rik",0,0,0,0,0,0
"1600010M07Rik",11.2286244,13.9999916,13.15999912,15.50000704,22.01998454,17.63999664
"1600012H06Rik",1298.16743672,1440.18289804,1490.2908812,1684.57991982,1411.3600474,1446.2445776
"1600012P17Rik",0,0,0,0,0,0
"1600014C10Rik",1664.8800667,1991.75995648,2193.0599924,1980.4399959,2118.31998472,1697.88005406
"1600014C23Rik",2.03999796,0,6.32000404,0,0,6.93999824
"1600017P15Rik",0,0,7.9547132,0,3.194744,1.529999
"1600019K03Rik",0,0,0,0,0,0
"1600020E01Rik",381.9205973,495.07490714,567.02884526,526.23734182,519.73069582,388.12757372
"1600022D10Rik",0,0,0,0,0,0
"1600023N17Rik",22.31999388,28.5399912,22.44000814,44.2800054,32.57999464,16.24000984
"1600025M17Rik",0,0,0,0,0,0
"1600027J07Rik",0,0,0,0,0,0
"1600029O15Rik",113.01922992,136.11203136,127.09529862,91.49884884,106.73269566,86.56742562
"1700001C19Rik",4.07999478,1.94000436,3.11999028,9.1800126,2.04001362,2.04001362
"1700001D01Rik",0,0,0,0,0,0
"1700001F09Rik",0,0,0,0,0,0
"1700001G01Rik",0,0,0,0,0,0
"1700001G11Rik",20.0986372,21.40288276,37.0576555,38.59469976,20.14070722,21.7516439
"1700001G17Rik",40.08000864,10.0599768,20.15998384,13.93999744,20.17997792,14.1200112
"1700001J03Rik",0,0,0,12.24000196,5.52000226,15.48000668
"1700001J04Rik",0,0,0,0,0,0
"1700001J11Rik",0,0.85998108,0,0,1.8800079,0
"1700001K19Rik",76.7000037,113.1000006,136.1728961,85.6952442,88.1800014,69.2200044
"1700001K23Rik",8.86000542,7.72000476,5.64000294,5.1000066,0,2.5600068
"1700001L05Rik",336.83996064,215.38007788,338.99999936,447.47994568,426.1000144,184.29999618
"1700001L19Rik",468.05517708,324.2962361,397.27937022,255.38718574,335.98529828,282.00696878
"1700001N15Rik",0,0,0,0,0,0
"1700001O22Rik",220.160001,191.87996464,279.8400081,440.65998168,300.87999022,281.69001818
"1700001P01Rik",0,18.23999424,22.36000416,11.38000032,8.72000064,0
"1700003C15Rik",0,0,0,0,0,0
"1700003D09Rik",174.50737614,434.27185008,401.86264644,449.83037244,299.96999568,187.2916488
"1700003E16Rik",435.52492462,695.59688626,1303.07397778,1040.82157506,1039.42789008,700.96895682
"1700003E24Rik",0,0,0,0,0,0
"1700003F12Rik",89.33868952,38.97035296,87.2699308,46.69999488,45.36000128,32.7999936
"1700003G18Rik",3.14511008,0,1.56000318,7.8912698,12.06446566,3.47999392
"1700003H04Rik",0,0,0,0,0,0
"1700003I16Rik",0,0,0,0,0,0
"1700003I22Rik",0,0,0,0,0,0
"1700003L19Rik",15.32000336,7.11999932,0.98000168,12.55999712,4.32000436,10.96000816
"1700003M07Rik",318.21109258,281.15231454,180.2770709,553.75286658,280.34592314,222.89967272
"1700003N22Rik",10.6900016,7.89000688,27.349992,6.08999296,11.81000272,5.089996
"1700003O11Rik",0,0,0,0,4.71999672,0
"1700003P14Rik",0,0,0,0,0,0
"1700006A11Rik",0,0,0,0,0,0
"1700006F04Rik",1.01999772,0,2.6400024,0,0,0.72000306
"1700006H21Rik",0,0,0,0,0,0
"1700006J14Rik",0,0,0,0,0,0
"1700006P03Rik",0,0,0,0,0,0
"1700007E05Rik",25.82667104,18.51399214,15.12221054,33.63998686,18.89999506,23.67664676
"1700007F19Rik",0,2.8656184,13.54446392,7.58321576,2.76128572,29.77875372
"1700007H22Rik",0,0,0,0,0,0
"1700007J10Rik",43.32937774,34.44157772,52.92899546,36.52739134,39.22678804,43.11055518
"1700007L15Rik",4.0799992,12.19999652,18.19999208,28.53999494,24.19999586,16.3199968
"1700007M16Rik",0,0,0,0,0,0
"1700007P06Rik",25.5199955,28.08000284,47.18000578,64.09999694,32.26000338,57.21999676
"1700008A23Rik",6.6599962,9.23999672,16.60000356,11.69999818,13.90000398,1.01999892
"1700008B11Rik",8.09999668,15.18000148,17.5799958,9.619999,6.66000516,3.74000404
"1700008C04Rik",0,0,0,0,0,0
"1700008H02Rik",0,0,0,0,0,0
"1700008J07Rik",86.65600256,72.36362496,87.70541056,150.9087616,90.13838336,95.7651072
"1700008K24Rik",0,19.48000488,0,0,0,0
"1700008N11Rik",0,0,0,0,0,0
"1700008O03Rik",54.58406094,49.84961974,59.35296752,87.5720817,60.71201302,10.1813195
"1700008P02Rik",0,0,0,0,0,0
"1700009C05Rik",0,0,0,0,5.8999924,0
"1700009J07Rik",0,8.13999816,8.12000552,3.06000528,2.01999064,4.0799976
"1700009N14Rik",0,0,0,0,0,0
"1700010B08Rik",0,0,0,0,0,0
"1700010B13Rik",2.04001252,2.04001252,2.04001252,14.61998782,2.04001252,2.04001252
"1700010D01Rik",0,0,0,0,0,0
"1700010G06Rik",0,5.79999502,0,3.50007448,0,0
"1700010H22Rik",0,0,0,0,0,0
"1700010I02Rik",0,0,0,0,0,0
"1700010I14Rik",48.6199983,57.06000404,60.99998174,55.56001846,51.93999766,30.68001466
"1700010J16Rik",0,0,0,0,0,0
"1700010K23Rik",6.43357808,2.26039168,6.1653848,3.77292688,4.11653072,4.03416416
"1700010K24Rik",0,0,0,0,0,2.06210988
"1700010L04Rik",0,0,0,5.31999384,0,0
"1700010N08Rik",0,1.27499778,1.51000038,0,1.274994,1.0079937
"1700011B04Rik",0,0,2.03998314,0,0,0
"1700011C11Rik",0,0,0,0,0,0
"1700011D18Rik",0,0,4.07999948,0,2.03999974,0
"1700011L03Rik",0,0,0,0,0,0
"1700011L22Rik",0,0,0,0,0,0
"1700011M02Rik",0,0,0,0,0,0
"1700012A03Rik",0,0,0,0,0,0
"1700012B07Rik",0,0,0,0,0,0
"1700012B09Rik",0,0,9.41999968,0,0,0
"1700012C08Rik",0,0,0,1.72000054,1.38566948,0
"1700012C14Rik",3.860002,2.04,3.4000021,1.68,0,5.06
"1700012D16Rik",0,0,0,0,0.27999502,0
"1700012E03Rik",0,0,0,0,0,0
"1700012I11Rik",0,0,0,0,0,0
"1700012J15Rik",0,0,0,0,0,0
"1700012J22Rik",0,0,0,0,1.0200036,0
"1700013A02Rik",0,0,0,0,0,0
"1700013D24Rik",0,0,0,0,0,0
"1700013G24Rik",0,0,0,0,0,0
"1700013H16Rik",0,0,0,0,0,0
"1700013M08Rik",0,0,0,0,0,0
"1700013N06Rik",0,0,0,0,0,0
"1700014B07Rik",1.68756672,0,2.04648876,0,0.6803306,0
"1700014D04Rik",81.0434799,122.19998586,78.81877542,49.47997434,51.70000878,35.35999644
"1700014F14Rik",0,0,0,0,0,0
"1700014L14Rik",0,0,0,0,0,0
"1700015C15Rik",0,0,0,0,0,0
"1700015C17Rik",0,0,0,0,0,0
"1700015G11Rik",0,0,0,0,0,0
"1700015H07Rik",0,0,0,0,0,0
"1700015I17Rik",0,0,0,0,0,0
"1700015O11Rik",0,0,0,0,0,0
"1700016A09Rik",13.8651917,11.9696415,9.5017489,7.2761566,12.5095358,0.2710744
"1700016B01Rik",0,0,0,0,0,0
"1700016B15Rik",0,3.0503062,3.65000282,2.0598766,4.03844884,0
"1700016C15Rik",0,0,7.68,0,0,0
"1700016D08Rik",0,0,0.863488,1.03813248,0,0
"1700016F12Rik",0,0,0,0,0,0
"1700016G22Rik",0,0,0,0,0,0
"1700016H03Rik",0,0,0,0,0,0
"1700016H13Rik",0,0,0,0,0,0
"1700016J18Rik",0,0,0,7.5374168,0,2.65198632
"1700016K05Rik",0,0,0,0,0,0
"1700016K19Rik",98.179992,50.50000744,53.79881608,121.77303784,44.88329424,66.47932948
"1700016L21Rik",0,0,0,0,0,0
"1700016P03Rik",1.02462052,4.21963806,2.93150762,0.5252236,1.7339157,0
"1700016P04Rik",0,0,0,0,0,0
"1700017B05Rik",513.04000944,454.66002672,750.64007636,774.45986326,551.41996392,507.6399781
"1700017G19Rik",0,0,0,0,0,0
"1700017I07Rik",0,0,0,0,0,0
"1700017J07Rik",0,0,0,0,0,0
"1700017L05Rik",0,0,0,0,0,0
"1700017M07Rik",5.7600004,0,0,13.760002,0,6.4599996
"1700017N19Rik",0,0,0,0,0,0
"1700018A04Rik",27.39600314,0,17.76000028,11.14002608,0,0
"1700018A14Rik",0,0,1.48000338,4.05999486,0,0
"1700018A23Rik",0,3.48419548,9.48157788,0,8.55661792,12.5489798
"1700018B08Rik",0,0,0,0,0,0
"1700018B24Rik",0,0,0,0,0,0
"1700018F24Rik",0,0,0,0,0,0
"1700018G05Rik",10.9999964,7.68000268,14.12000352,11.18000364,0,8.6000028
"1700018L02Rik",76.8440029,90.544454,120.5997338,155.2916757,105.9517522,121.8037163
"1700018M17Rik",0,0,0,0,0,0
"1700018P08Rik",0,0,0,0,0,0
"1700019A02Rik",0,0,5.40000252,0,0,6.0599946
"1700019A23Rik",2.20735984,3.79024408,4.3176056,2.81666504,0,0
"1700019C18Rik",0,0,0,0,0,0
"1700019D03Rik",920.259919,1153.82985598,1261.32003292,1208.38996668,1293.12999348,1137.84004064
"1700019E08Rik",0,0,0,0,0,0
"1700019F05Rik",0,0,0,0,0,0
"1700019G24Rik",0,0,0,9.7999993,0,0
"1700019J19Rik",0,0,0,0,0,0
"1700019L13Rik",4.1035365,3.57410856,0,1.76944296,0,2.06131596
"1700019M22Rik",0,0,0,0,0,0
"1700019N19Rik",0,2.04000024,4.81999884,4.37999242,6.04000418,4.9399966
"1700019P21Rik",0,0,0,0,0,0
"1700020A23Rik",0,0,0,13.6148413,19.6615755,0
"1700020D12Rik",0,0,0,0,0,0
"1700020D14Rik",0,0,0,0,0,0
"1700020G03Rik",2.04000608,0,0.83999832,13.87999256,3.05999134,3.97999966
"1700020G17Rik",0,0,0,0,0,0
"1700020L13Rik",2.07280512,6.0399964,7.09999,7.17132608,6.64555208,10.79831528
"1700020L24Rik",25.89367378,13.23970778,36.04085628,32.69172514,42.30458968,16.53998808
"1700020M21Rik",0,0,0,0,0,0
"1700020N01Rik",0,0,0,0,0,0
"1700020N15Rik",0,0,0,0,0,0
"1700020N18Rik",0,0,0,0,5.0400033,0
"1700021A07Rik",0,0,0,0,0,0
"1700021F02Rik",0,0,0,0,0,0
"1700021F07Rik",0,0,0,0,0,0
"1700021F13Rik",0,0,0,0,0,0
"1700021G15Rik",0,0,0,0,0,0
"1700021J08Rik",56.645251,26.5327655,55.456795,87.0801275,52.2681555,35.46232
"1700021L23Rik",0,0,0,0,0,0
"1700021N21Rik",32.46000032,24.79999248,29.74000896,38.62000096,35.00000528,21.14000384
"1700021P04Rik",0,0,0,0,0,0
"1700022A21Rik",0,0,0,0,0,0
"1700022A22Rik",0,0,0,0,0,0
"1700022E09Rik",0,0,0,0,0,0
"1700022H01Rik",8.86000122,14.58000054,12.8400021,10.55999934,13.78000188,6.71999958
"1700022H16Rik",0,0,0,0,0,0
"1700022I11Rik",103.99676256,147.6380968,142.49346916,133.06666876,141.32841064,108.52600744
"1700022N22Rik",66.2863328,56.86644528,76.43809768,59.80959912,81.21613354,56.19895416
"1700023B13Rik",14.83278208,8.96884332,10.04674632,12.89123872,11.4405204,3.85417528
"1700023C21Rik",0,0,0,0,0,0
"1700023F02Rik",6.64000662,2.00000502,1.44000792,14.21999894,2.03999328,0.63999758
"1700023G09Rik",0,0,0,0,0,0
"1700023H06Rik",11.93999832,0,7.11999648,6.81999264,0,0
"1700024B05Rik",0,0,0,0,0,0
"1700024B18Rik",0.60000012,0,0,0,0,1.01999682
"1700024G13Rik",0,0,23.939995,10.2,4.08,0
"1700024I08Rik",0,0,0,0,0,0
"1700024J04Rik",4.5899824,5.78000348,4.9399886,6.11998868,1.01999204,5.61001088
"1700025A08Rik",0,0,2.04000384,0,0,0
"1700025B11Rik",0,0,0,0,0,0
"1700025C18Rik",0,0,0,0,0,0
"1700025D23Rik",0,0,0,0,0,0
"1700025F24Rik",0,0,13.27999452,0,11.47999704,14.43999528
"1700025G04Rik",6866.19969292,7459.23362648,7648.09231692,7619.24301004,7551.34875758,7143.6801861
"1700025H01Rik",0,0,0,0,0,0
"1700025J12Rik",10.120005,0,0,0,0,0
"1700025K04Rik",0,0,0,0,0,0
"1700025K24Rik",0,0,0,0,0,0
"1700025L06Rik",0,0,0,0,0,0
"1700025M24Rik",0,0,0,0,0,0
"1700025N21Rik",0,1.90000048,2.78000128,1.87999672,0,0
"1700025N23Rik",0,0,0,0,0,0
"1700025O08Rik",0,0,0,0,0,0
"1700026D11Rik",0,0,0,0,0,0
"1700026F02Rik",11.62998896,3.06,3.06,2.39000064,3.55999872,9.5900272
"1700026J12Rik",0,0,0,0,0,0
"1700026J14Rik",11.78000632,0,11.85999388,13.23999764,13.26000644,10.18000104
"1700026N04Rik",3.03999584,1.019998,2.039996,0,2.039996,1.8999974
"1700027A07Rik",20.36747068,16.46375348,20.80356912,18.78689436,0,0
"1700027A15Rik",0,0,0,0,0,0
"1700027F06Rik",0,0,0,0,0,0
"1700027F09Rik",0,0,0,0,0,0
"1700027H10Rik",15.93109952,6.8712272,8.98538896,27.25850368,14.91850192,14.63779648
"1700027I24Rik",0,0,0,0,0,0
"1700027J07Rik",0,0,0,0,0,0
"1700028B04Rik",0,2.03999338,0,6.1199956,2.03999338,4.0400072
"1700028D13Rik",0,0,0,0,0,0
"1700028E10Rik",86.8545829,42.52646124,88.74509888,113.72214886,70.63486898,76.35160672
"1700028I16Rik",0,0,0,0,0,0
"1700028J19Rik",78.22998414,62.03664166,66.00662186,95.44426378,67.8333492,79.76569892
"1700028K03Rik",288.4524181,526.93454902,416.1716111,222.03563944,587.24274562,543.92070188
"1700028M03Rik",0,0,0,0,0,0
"1700028N14Rik",0,1.01999862,1.70613306,0.76772178,0,0
"1700028P15Rik",0,0,0,0,0,0
"1700029B22Rik",0,0,0,0,0,0
"1700029B24Rik",0,0,0,0,0,0
"1700029E06Rik",0,0,0,0,0,0
"1700029F12Rik",0,0,0,0,0,0
"1700029H14Rik",0,0,0,8.16000768,0,0
"1700029I15Rik",220.22566656,196.02545344,205.7077854,247.94507584,257.25955136,181.45825728
"1700029J03Rik",0,0,0,0,0,0
"1700029J07Rik",279.07857216,212.88773108,238.95190952,285.78580116,0,361.55330496
"1700029M03Rik",0,0,0,0,0,0
"1700029M20Rik",0,0,0,0,0,0
"1700029N11Rik",0,0,0,0,0,0
"1700030A11Rik",0,0,0,0,0,0
"1700030C10Rik",40.07053636,35.36733306,28.9415533,44.19961696,0,0
"1700030C12Rik",0,0,0,0,0,0
"1700030C14Rik",0,0,20.27999972,7.13999372,8.44000496,14.28000258
"1700030E10Rik",0,0,0,0,0,0
"1700030F04Rik",0,0,0,4.1539862,0,0
"1700030I03Rik",0,0,0,0,0,0
"1700030J22Rik",101.60851572,131.21326676,87.99949032,36.86023956,154.12168852,116.319894
"1700030K09Rik",526.67610574,714.1904614,687.32011302,795.96567258,711.22288364,619.24647254
"1700030L20Rik",0,0,0,0,0,0
"1700030L22Rik",0,0,0,0,0,0
"1700030M09Rik",0,0,0,0,0,0
"1700030N03Rik",0,0,0,0,0,0
"1700030N18Rik",7.6200012,0,1.0199994,8.1200028,4.0600014,0
"1700030O20Rik",0,0,0,0,0,0
"1700031A10Rik",0,0,6.25999808,0,0,0
"1700031F05Rik",0,0,0,0,0,0
"1700031F10Rik",0,0,0,0,0,0
"1700031L13Rik",0,0,0,0,0,0
"1700031M16Rik",0,0,0,0,0,0
"1700031P21Rik",0,0,0,0,0,0
"1700034B16Rik",0,0,0,0,0,0
"1700034E13Rik",0,0,0,0,0,0
"1700034G24Rik",13.52129934,0,10.9223159,33.23897716,22.21340414,13.21470612
"1700034H15Rik",271.73698154,274.84414558,317.65569868,353.57106142,246.08932276,308.23571554
"1700034J04Rik",0,0,0,0,0,0
"1700034J05Rik",0,0,0,0,0,0
"1700034K08Rik",0,0,0,0,0,0
"1700034P13Rik",23.5976858,11.74022178,5.15589666,4.83225492,7.80562544,13.34984508
"1700036A12Rik",7.85999116,1.02000144,0,5.24000004,6.00000784,1.72000104
"1700036G14Rik",0,0,0,0,4.08000256,0
"1700036O09Rik",0,0,0,0,0,0
"1700037C06Rik",0,0,0,0,0,0
"1700037C18Rik",192.18435158,145.39680086,272.42852848,335.87233192,236.95858286,188.57448846
"1700037F03Rik",0,0,0,0,0,0
"1700037H04Rik",1476.67998138,1538.61999042,2669.75000466,2256.14998508,1726.34000724,1228.1200521
"1700039E22Rik",0,0,0,0,0,0
"1700039I01Rik",0,0,0.20000166,0,0,0
"1700039M10Rik",6.60000264,0,0,0,2.80000112,7.14000392
"1700039M15Rik",0,0,0,0,0,0
"1700040D17Rik",68.14000688,66.0199954,96.63999268,67.05999124,62.15999088,89.66000064
"1700040E09Rik",0,0,0,0,0,0
"1700040F15Rik",0,0,0,0,0,0
"1700040F17Rik",0,0,0,0,0,0
"1700040K01Rik",0.38000004,0,2.04000252,0,1.01999688,0
"1700040L08Rik",0,4.24503224,7.42644766,1.66410518,1.42438808,4.45623864
"1700041B01Rik",18.7401201,6.42070446,15.9896658,12.2927667,7.49431772,6.77049066
"1700041C23Rik",0,0,0,0,0,0
"1700041G16Rik",14.36000688,2.17998852,22.51998786,18.299976,8.0400054,4.0799952
"1700041I07Rik",0,0,0,0,0,0
"1700041M05Rik",0,0,0,0,0,0
"1700041M19Rik",0,0,0,0,0,0
"1700042D02Rik",0,0,0,0,0,0
"1700042G15Rik",0,0,0,0,0,0
"1700042O05Rik",0,0,0,0,0,0
"1700042O10Rik",0,0,0,0,0,0
"1700044C05Rik",0,0,0,0,0,0
"1700044K03Rik",0,0,0,0,0,0
"1700045H11Rik",0,0,0,0,0,0
"1700045I11Rik",0,1.01999728,0.47645492,0.11333084,0.2555219,0.51053108
"1700046C09Rik",0,0,0,0,0,0
"1700047A11Rik",0,0,0,0,0,0
"1700047E10Rik",0,0,0,0,0,0
"1700047F07Rik",42.0599947,37.20000514,35.11999544,40.30000282,38.79999988,25.46000394
"1700047G03Rik",0,0,0,0,0,0
"1700047G07Rik",0,0,0,0,0,0
"1700047K16Rik",28.25466404,20.86000172,55.17563228,28.83775836,41.04694468,38.882553
"1700047L14Rik",0,0,0,0,0,0
"1700047M11Rik",179.18419124,396.4302957,264.44306772,375.41531178,354.04806012,287.0290142
"1700047N06Rik",0,0,0,0,0,0
"1700047O18Rik",0,0,5.04000676,3.41999928,6.12000184,6.12000184
"1700048F04Rik",18.36000096,7.76000736,11.86000368,21.37999472,21.11999568,21.919996
"1700048M11Rik",39.4599977,44.1599969,34.8200027,25.22,38.3199955,41.8800022
"1700048O14Rik",0,0,0,0,0,0
"1700048O20Rik",235.23650904,173.63112962,147.89445352,230.54463034,112.2445967,207.44269108
"1700048P04Rik",0,0,0,0,0,0
"1700049E15Rik",0,0,0,0,0,0
"1700049E17Rik1",0,2.04166818,0,0,0.90599928,2.40732222
"1700049E17Rik2",0,0,0,0,1.52398666,0
"1700049E22Rik",0,0,0,0,0,0
"1700049L16Rik",0,0,0,0,0,0
"1700051A21Rik",3.11317668,3.22571448,8.14052584,13.08759768,2.00569832,3.3214044
"1700051K13Rik",0,0,0,1.97999472,0,0
"1700051O22Rik",0,0,0,0,0,0
"1700052H01Rik",0,0,0,0,0,0
"1700052I22Rik",0,0,0,0,0,0
"1700052K11Rik",263.9847564,407.38639104,446.46819192,468.53894952,383.53913064,335.63584944
"1700054A03Rik",0,1.01999476,2.0400172,0,0,0
"1700054K02Rik",0,0,0,0,0,0
"1700054K19Rik",0,0,0,0,0,0
"1700054M17Rik",0,0,0,0,6.119996,0
"1700054O05Rik",0,0,0,0,0,0
"1700054O19Rik",4.07999928,0,2.04000832,1.02000416,2.01999224,0
"1700055C04Rik",0,0,0,0,0,0
"1700055D18Rik",16.53036096,27.59698434,32.06624484,50.18502768,47.17047156,55.24296
"1700056E22Rik",4.080002,1.4800072,0,0,1.9800062,2.040001
"1700056N10Rik",0,0,0.72536296,1.04650518,0,0.14467698
"1700057G04Rik",0,0,0,0,0,0
"1700057H15Rik",0,15.25998936,0,0,0,0
"1700057H21Rik",0,0,0,0,0,0
"1700058P15Rik",23.60000118,18.21999886,25.94000136,22.88000176,20.3400022,21.1800029
"1700060C16Rik",0,0,0,0,0,0
"1700060C20Rik",0,0,0,0,0,0
"1700060J05Rik",31.4450272,22.2175152,35.2735564,29.5391472,27.5996228,34.6955808
"1700060O08Rik",0,0,0,0,0,0
"1700061A03Rik",0,2.0400016,0,0,3.0600024,0
"1700061E17Rik",0,3.19602778,7.61680084,0,7.80000474,7.66161484
"1700061E18Rik",0,0,0,0,0,0
"1700061F12Rik",0,0,0,0,0,0
"1700061H18Rik",0,0,0,0,0,0
"1700061I17Rik",0,0,0,0,0,0
"1700061J23Rik",0,0,0,0,0,0
"1700061N14Rik",0,0,0,0,0,0
"1700062C10Rik",0,0,0,0,0,0
"1700063A18Rik",0,0,0,0,0,0
"1700063D05Rik",69.2000136,90.4800073,161.40001582,109.4946442,75.7199995,89.2600088
"1700063H04Rik",0,0,0,0,0,0
"1700063H06Rik",0,0,0,0,0,0
"1700063I16Rik",0,1.84000206,0,0,0,0
"1700063J08Rik",5.39604864,5.3800048,3.28545268,10.41999764,5.5141282,7.25057472
"1700063K16Rik",0,0,0,0,0,0
"1700063O14Rik",0,0,0,0,0,0
"1700064H15Rik",3.92736836,0,0,0,0,0
"1700064J06Rik",0,0,0,0,0,0
"1700064M15Rik",0,0,0,5.8200027,0,0
"1700065D16Rik",7.57322514,4.08202682,2.70746422,12.93725844,2.0400006,16.43807236
"1700065I16Rik",0,0,0,0,0,0
"1700065J11Rik",0,0,0,0,0,0
"1700065J18Rik",7.9400028,7.81999848,5.82000012,16.29999984,0,5.00000136
"1700065L07Rik",0,0,0,0,0,0
"1700065O20Rik",0,0,0,0,0,0
"1700066B17Rik",0,0,0,0,0,0
"1700066C05Rik",0,0,0,0,0,0
"1700066J03Rik",3.13999878,9.00000136,6.07999632,3.05999656,2.04000058,0.69999572
